   0.0000000000000000        0.0000000000000000        0.0000000000000000       -1.0000000000000000        0.0000000000000000        0.0000000000000000        1.0000000000000000E-002   0.0000000000000000     
   0.0000000000000000       -3.1250000000000005E-008   2.5000000000000001E-003 -0.99999687500000001        3.1250002929220765E-008  -2.4999961718559609E-005   9.9999687499970711E-003   2.4999961718559609E-005
   1.5625001464610382E-010  -1.2499980859279806E-007   4.9999843749985355E-003 -0.99998750001914072        1.2499983202645871E-007  -4.9999770311548632E-005   9.9998750001679734E-003   4.9999770311548625E-005
   6.2499916013229347E-010  -2.8124885155774311E-007   7.4999375000839863E-003 -0.99997187511484420        2.8124894822104776E-007  -7.4999272654160362E-005   9.9997187510517793E-003   7.4999272654160362E-005
   1.5624947557513425E-009  -4.9999617186359981E-007   9.9998437505244252E-003 -0.99995000038281368        4.9999645306390136E-007  -9.9998315623115927E-005   9.9995000035469368E-003   9.9998315623115941E-005
   3.1249814254518000E-009  -7.8124042967332274E-007   1.2499687501857456E-002 -0.99992187595703275        7.8124108873054750E-007  -1.2499674609742816E-004   9.9992187589112696E-003   1.2499674609742819E-004
   5.4687001994040805E-009  -1.1249799023507406E-006   1.4999453129980061E-002 -0.99988750200976506        1.1249812380253781E-006  -1.4999441095916552E-004   9.9988750187619754E-003   1.4999441095916554E-004
   8.7498876155786907E-009  -1.5312124844691502E-006   1.7499125011238442E-002 -0.99984687875155320        1.5312149243871127E-006  -1.7499115709421596E-004   9.9984687850756138E-003   1.7499115709421602E-004
   1.3124774821339643E-008  -1.9999356878218202E-006   1.9998687522517867E-002 -0.99980000643121802        1.9999398118954762E-006  -1.9998683139305093E-004   9.9980000601881062E-003   1.9998683139305098E-004
   1.8749586675056069E-008  -2.5311466414344045E-006   2.2498125041332497E-002 -0.99974688533585676        2.5311532052790906E-006  -2.2498128075148919E-004   9.9974688467947236E-003   2.2498128075148924E-004
   2.5780540847735095E-008  -3.1248420915792660E-006   2.4997421945915230E-002 -0.99968751579084225        3.1248520499245830E-006  -2.4997435207146077E-004   9.9968751479500781E-003   2.4997435207146083E-004
   3.4373846924678980E-008  -3.7810184017917082E-006   2.7496562615307536E-002 -0.99962189815982094        3.7810329318869053E-006  -2.7496589226177088E-004   9.9962189670681160E-003   2.7496589226177093E-004
   4.4685705507169615E-008  -4.4996715528881204E-006   2.9995531429449288E-002 -0.99955003284471133        4.4996920779008706E-006  -2.9995574823886380E-004   9.9955003079221019E-003   2.9995574823886385E-004
   5.6872307314183330E-008  -5.2807971429860272E-006   3.2494312769268584E-002 -0.99947192028570153        5.2808253553939034E-006  -3.2494376692758682E-004   9.9947191746446087E-003   3.2494376692758688E-004
   7.1089832284139131E-008  -6.1243903875260542E-006   3.4992891016771589E-002 -0.99938756096124748        6.1244282725000063E-006  -3.4992979526195423E-004   9.9938755717275014E-003   3.4992979526195429E-004
   8.7494448676683358E-008  -7.0304461192957981E-006   3.7491250555132340E-002 -0.99929695538807051        7.0304959780749424E-006  -3.7491368018591117E-004   9.9929695040219257E-003   3.7491368018591128E-004
   1.0624231217451384E-007  -7.9989587884556088E-006   3.9989375768782559E-002 -0.99920010412115445        7.9990232617126270E-006  -3.9989526865409755E-004   9.9920009767382884E-003   3.9989526865409771E-004
   1.2748956498524648E-007  -9.0299224625662848E-006   4.2487251043501491E-002 -0.99909700775374333        9.0300045537627471E-006  -4.2487440763261212E-004   9.9909699954462382E-003   4.2487440763261229E-004
   1.5139233494332755E-007  -1.0123330826618669E-005   4.4984860766505687E-002 -0.99898766691733809        1.0123433925349580E-005  -4.4985094409977618E-004   9.9898765660746524E-003   4.4985094409977634E-004
   1.7810673461199436E-007  -1.1279177183065164E-005   4.7482189326538818E-002 -0.99887208228169344        1.1279305088392045E-005  -4.7482472504689773E-004   9.9887206949116104E-003   4.7482472504689789E-004
   2.0778886038528776E-007  -1.2497454451853156E-005   4.9979221113961490E-002 -0.99875025455481459        1.2497611395624960E-005  -4.9979559747903536E-004   9.9875023886043784E-003   4.9979559747903557E-004
   2.4059479159011915E-007  -1.3778155170460341E-005   5.2475940520841008E-002 -0.99862218448295392        1.3778345840621521E-005  -5.2476340841576218E-004   9.9862216541593812E-003   5.2476340841576239E-004
   2.7668058958839539E-007  -1.5121271493931967E-005   5.4972331941041182E-002 -0.99848787285060681        1.5121501057816992E-005  -5.4972800489192994E-004   9.9848784989421853E-003   5.4972800489193005E-004
   3.1620229687920411E-007  -1.6526795194919990E-005   5.7468379770312106E-002 -0.99834732048050800        1.6527069322533621E-005  -5.7468923395843268E-004   9.9834729306774693E-003   5.7468923395843279E-004
   3.5931593620106343E-007  -1.7994717663724130E-005   5.9964068406379918E-002 -0.99820052823362748        1.7995042551006765E-005  -5.9964694268297097E-004   9.9820049574489960E-003   5.9964694268297119E-004
   4.0617750963423791E-007  -1.9525029908334846E-005   6.2459382249036605E-002 -0.99804749700916651        1.9525412300412243E-005  -6.2460097815081588E-004   9.9804745876995900E-003   6.2460097815081610E-004
   4.5694299770312468E-007  -2.1117722554478209E-005   6.4954305700229711E-002 -0.99788822774455210        2.1118169768894889E-005  -6.4955118746557296E-004   9.9788818302311063E-003   6.4955118746557307E-004
   5.1176835847871243E-007  -2.2772785845662708E-005   6.7448823164152155E-002 -0.99772272141543361        2.2773305795598343E-005  -6.7449741774994599E-004   9.9772266942044028E-003   6.7449741774994610E-004
   5.7080952668111639E-007  -2.4490209643227939E-005   6.9942919047331922E-002 -0.99755097903567702        2.4490810860696063E-005  -6.9943951614650135E-004   9.9755091891393054E-003   6.9943951614650146E-004
   6.3422241278219267E-007  -2.6269983426395214E-005   7.2436577758721810E-002 -0.99737300165736031        2.6270675085423528E-005  -7.2437732981843190E-004   9.9737293249145785E-003   7.2437732981843201E-004
   7.0216290210823400E-007  -2.8112096292320097E-005   7.4929783709789213E-002 -0.99718879037076780        2.8112888232111690E-005  -7.4931070595032087E-004   9.9718871117678905E-003   7.4931070595032098E-004
   7.7478685394275120E-007  -3.0016536956146818E-005   7.7422521314605766E-002 -0.99699834630438511        3.0017439704221639E-005  -7.7423949174890605E-004   9.9699825602957825E-003   7.7423949174890605E-004
   8.5225010062934232E-007  -3.1983293751064626E-005   7.9914774989937112E-002 -0.99680167062489333        3.1984318546380480E-005  -7.9916353444384387E-004   9.9680156814536246E-003   7.9916353444384387E-004
   9.3470844667465365E-007  -3.4012354628366033E-005   8.2406529155332586E-002 -0.99659876453716312        3.4013513444418446E-005  -8.2408268128847319E-004   9.9659864865555871E-003   8.2408268128847330E-004
   1.0223176678514345E-006  -3.6103707157506987E-005   8.4897768233214918E-002 -0.99638962928424901        3.6105012725407202E-005  -8.4899677956057980E-004   9.9638949872745981E-003   8.4899677956057991E-004
   1.1152335103016898E-006  -3.8257338526168926E-005   8.7388476648969898E-002 -0.99617426614738280        3.8258804357699430E-005  -8.7390567656315990E-004   9.9617411956423058E-003   8.7390567656316000E-004
   1.2136116896399318E-006  -4.0473235540322784E-005   8.9878638831036070E-002 -0.99595267644596741        4.0474875950969561E-005  -8.9880921962518477E-004   9.9595251240490353E-003   8.9880921962518499E-004
   1.3176078900565375E-006  -4.2751384624294854E-005   9.2368239210994407E-002 -0.99572486153757012        4.2753214756255790E-005  -9.2370725610236453E-004   9.9572467852437480E-003   9.2370725610236475E-004
   1.4273777634212106E-006  -4.5091771820834606E-005   9.4857262223657937E-002 -0.99549082281791612        4.5093807666003295E-005  -9.4859963337791224E-004   9.9549061923340006E-003   9.4859963337791246E-004
   1.5430769283865541E-006  -4.7494382791184414E-005   9.7345692307161405E-002 -0.99525056172088122        4.7496641214108673E-005  -9.7348619886330817E-004   9.9525033587858965E-003   9.7348619886330828E-004
   1.6648609694917542E-006  -4.9959202815151149E-005   9.9833513903050883E-002 -0.99500407971848448        4.9961701575965595E-005  -9.9836679999906362E-004   9.9500382984240403E-003   9.9836679999906384E-004
   1.7928854362663823E-006  -5.2486216791179733E-005  0.10232071145637342      -0.99475137832088167        5.2488974568511737E-005  -1.0232412842554855E-003   9.9475110254314946E-003   1.0232412842554857E-003
   1.9273058423343133E-006  -5.5075409236428582E-005  0.10480726941576664      -0.99449245907635675        5.5078445650276851E-005  -1.0481094991334403E-003   9.9449215543497300E-003   1.0481094991334405E-003
   2.0682776645177667E-006  -5.7726764286846941E-005  0.10729317223354830      -0.99422732357131494        5.7730099921432136E-005  -1.0729712921651179E-003   9.9422699000785743E-003   1.0729712921651181E-003
   2.2159563419414737E-006  -6.0440265697254173E-005  0.10977840436580592      -0.99395597343027420        6.0443922123840817E-005  -1.0978265109147962E-003   9.9395560778761643E-003   1.0978265109147965E-003
   2.3704972751369707E-006  -6.3215896841420922E-005  0.11226295027248638      -0.99367841031585746        6.3219896641109931E-005  -1.1226750029796053E-003   9.9367801033588953E-003   1.1226750029796056E-003
   2.5320558251470233E-006  -6.6053640712152197E-005  0.11474679441748538      -0.99339463592878430        6.6058007498643359E-005  -1.1475166159902912E-003   9.9339419925013623E-003   1.1475166159902914E-003
   2.7007873126301872E-006  -6.8953479921372366E-005  0.11722992126873706      -0.99310465200786224        6.8958238363696090E-005  -1.1723511976119805E-003   9.9310417616363094E-003   1.1723511976119807E-003
   2.8768470169655036E-006  -7.1915396700212086E-005  0.11971231529830352      -0.99280846032997827        7.1920572545429703E-005  -1.1971785955449442E-003   9.9280794274545763E-003   1.1971785955449444E-003
   3.0603901753573357E-006  -7.4939372899097081E-005  0.12219396098246434      -0.99250606271008979        7.4944992994969094E-005  -1.2219986575253627E-003   9.9250550070050375E-003   1.2219986575253631E-003
   3.2515719819403491E-006  -7.8025389987838897E-005  0.12467484280180603      -0.99219746100121564        7.8031482305460420E-005  -1.2468112313260892E-003   9.9219685176945467E-003   1.2468112313260896E-003
   3.4505475868846381E-006  -8.1173429055727514E-005  0.12715494524131160      -0.99188265709442680        8.1180022712130305E-005  -1.2716161647574140E-003   9.9188199772878762E-003   1.2716161647574145E-003
   3.6574720955010007E-006  -8.4383470811625954E-005  0.12963425279044996      -0.99156165291883691        8.4390596092346216E-005  -1.2964133056678298E-003   9.9156094039076614E-003   1.2964133056678304E-003
   3.8725005673463694E-006  -8.7655495584066650E-005  0.13211274994326544      -0.99123445044159286        8.7663183965678144E-005  -1.3212025019447946E-003   9.9123368160343294E-003   1.3212025019447950E-003
   4.0957880153293917E-006  -9.0989483321349921E-005  0.13459042119846715      -0.99090105166786446        9.0997767493961488E-005  -1.3459836015154969E-003   9.9090022325060458E-003   1.3459836015154974E-003
   4.3274894048161761E-006  -9.4385413591644140E-005  0.13706725105951847      -0.99056145864083500        9.4394327481361166E-005  -1.3707564523476200E-003   9.9056056725186463E-003   1.3707564523476204E-003
   4.5677596527361973E-006  -9.7843265583088024E-005  0.13954322403472647      -0.99021567344169059        9.7852844374436972E-005  -1.3955209024501057E-003   9.9021471556255698E-003   1.3955209024501061E-003
   4.8167536266883611E-006  -1.0136301810389467E-004  0.14201832463733124      -0.98986369818960995        1.0137329826221017E-004  -1.4202767998739191E-003   9.8986267017377970E-003   1.4202767998739198E-003
   5.0746261440472480E-006  -1.0494464958245762E-004  0.14449253738559537      -0.98950553504175365        1.0495566887623134E-004  -1.4450239927128131E-003   9.8950443311237764E-003   1.4450239927128136E-003
