   0.00000000      -1.71828985      -27.1828175      -2.80141830E-06  -1.71828175    
  0.153248429      -1.28527951      -17.6655006      -2.83122063E-06  -1.28527343    
  0.306496859     -0.481319934     -0.869001389       1.13031936     -0.481314182    
  0.459745288      0.348767042       8.20862103     -0.271496147      0.348771334    
  0.612993717       1.01047277       9.09376431       3.27825546E-07   1.01047683    
  0.766242146       1.48646176       7.49235201      -1.13031888       1.48646474    
  0.919490576       1.81954670       6.56636286      -4.43367139E-02   1.81954944    
   1.07273901       2.03835320       6.93418217       5.47398906E-03   2.03835511    
   1.22598743       2.13955498       8.52879524       3.89183270E-07   2.13955712    
   1.37923586       2.08833742       11.1344337       6.64821016E-08   2.08833885    
   1.53248429       1.82463777       13.3745556       5.43018919E-04   1.82463908    
   1.68573272       1.29824114       10.8573494     -0.271540552       1.29824150    
   1.83898115      0.567322373      -1.52161551       6.28265155E-08  0.567323685    
   1.99222958     -0.103957660      -18.3847065      -4.23192965E-08 -0.103956938    
   2.14547801     -0.371714234      -22.4453373      -3.06010247E-06 -0.371713400    
   2.29872656     -0.156087175      -9.44467735       2.52631992E-07 -0.156086922    
   2.45197487      0.276974440       4.62185621       3.30118048E-08  0.276974797    
   2.60522318      0.627942204       9.22764206      -4.43369076E-02  0.627942801    
   2.75847173      0.789002478       7.50565434       8.21381079E-08  0.789002895    
   2.91172028      0.793576837       4.78349638       1.79994224E-08  0.793577135    
   3.06496859      0.701870143       3.19750357       2.30156552E-08  0.701870441    
   3.21821690      0.548621833       3.04305983       2.71762985E-08  0.548622489    
   3.37146544      0.333915949       4.29204893       2.34510082E-08  0.333916605    
   3.52471399       2.38327645E-02   6.59825802      -5.47429128E-03   2.38331556E-02
   3.67796230     -0.439162582       7.79056215       2.50750567E-08 -0.439162195    
   3.83121061      -1.08311653       2.53243995      -2.55949359E-08  -1.08311582    
   3.98445916      -1.79180872      -12.2852659       1.99850874E-08  -1.79180682    
   4.13770771      -2.25462937      -26.0775681      -1.08922196E-08  -2.25462675    
   4.29095602      -2.19299173      -22.7631779       3.17689732E-08  -2.19298911    
   4.44420433      -1.67424035      -6.50247765      -5.42902329E-04  -1.67423689    
   4.59745312      -1.03185010       5.50746679       2.53187871E-08  -1.03184760    
   4.75070143     -0.523501873       7.94768667       3.01502090E-09 -0.523498356    
   4.90394974     -0.206005126       5.93524599       1.57708779E-08 -0.206002116    
   5.05719805      -3.31650302E-02   3.82505274      -3.54955944E-07  -3.31613123E-02
   5.21044636       4.64358777E-02   2.91706347       1.18181624E-08   4.64399755E-02
   5.36369514       5.59037477E-02   3.33019972      -4.49815161E-05   5.59085608E-02
   5.51694345      -1.42541043E-02   5.03686523       1.65059024E-08  -1.42491162E-02
   5.67019176     -0.204700276       7.34517622       3.62238173E-09 -0.204694092    
   5.82344055     -0.568085551       7.05184841      -8.68548344E-09 -0.568078995    
   5.97668886      -1.09396327      -1.55594313      -3.52544384E-06  -1.09395504    
   6.12993717      -1.59176838      -17.9815712       1.61088618E-08  -1.59176099    
