   0.00000000      -1.71828151      -27.1828175      -1.98697671E-06  -1.71828175    
   6.28318521E-04  -1.71764815      -27.1820087       7.70669359E-08  -1.71764851    
   1.25663704E-03  -1.71700478      -27.1808453       1.13031626      -1.71700501    
   1.88495556E-03  -1.71635139      -27.1793175     -0.271494836      -1.71635163    
   2.51327408E-03  -1.71568775      -27.1774349      -2.13166331E-07  -1.71568811    
   3.14159272E-03  -1.71501446      -27.1751900      -1.13031578      -1.71501458    
   3.76991113E-03  -1.71433091      -27.1725883      -4.43382449E-02  -1.71433091    
   4.39822953E-03  -1.71363711      -27.1696281       5.47417253E-03  -1.71363735    
   5.02654817E-03  -1.71293342      -27.1663055       2.85471003E-07  -1.71293354    
   5.65486681E-03  -1.71221960      -27.1626301      -3.98140330E-08  -1.71221983    
   6.28318544E-03  -1.71149588      -27.1585922       5.42764552E-04  -1.71149600    
   6.91150362E-03  -1.71076214      -27.1541977     -0.271540076      -1.71076226    
   7.53982225E-03  -1.71001804      -27.1494427      -7.63176558E-07  -1.71001828    
   8.16814043E-03  -1.70926416      -27.1443310      -2.95881080E-07  -1.70926440    
   8.79645906E-03  -1.70850015      -27.1388626      -3.08242625E-06  -1.70850050    
   9.42477770E-03  -1.70772624      -27.1330338       5.36943148E-08  -1.70772636    
   1.00530963E-02  -1.70694208      -27.1268463      -6.97348597E-08  -1.70694220    
   1.06814150E-02  -1.70614779      -27.1203022      -4.43369448E-02  -1.70614827    
   1.13097336E-02  -1.70534384      -27.1133995      -2.08919985E-07  -1.70534408    
   1.19380523E-02  -1.70452964      -27.1061420      -7.54417186E-08  -1.70452988    
   1.25663709E-02  -1.70370543      -27.0985260      -1.59397828E-08  -1.70370567    
   1.31946886E-02  -1.70287156      -27.0905571      -4.71043009E-08  -1.70287168    
   1.38230072E-02  -1.70202708      -27.0822220      -7.71251329E-09  -1.70202720    
   1.44513259E-02  -1.70117307      -27.0735397      -5.47432713E-03  -1.70117331    
   1.50796445E-02  -1.70030868      -27.0644932      -5.26126840E-08  -1.70030868    
   1.57079622E-02  -1.69943452      -27.0550938      -6.01579444E-08  -1.69943440    
   1.63362809E-02  -1.69855011      -27.0453415       8.26809643E-09  -1.69855022    
   1.69645995E-02  -1.69765580      -27.0352325      -4.11176408E-08  -1.69765615    
   1.75929181E-02  -1.69675159      -27.0247631       9.69199743E-09  -1.69675159    
   1.82212368E-02  -1.69583714      -27.0139446      -5.42961876E-04  -1.69583738    
   1.88495554E-02  -1.69491303      -27.0027637       3.77963355E-10  -1.69491291    
   1.94778740E-02  -1.69397867      -26.9912357      -4.32630038E-08  -1.69397867    
   2.01061927E-02  -1.69303441      -26.9793530       6.71129097E-10  -1.69303465    
   2.07345113E-02  -1.69208014      -26.9671154      -2.11201439E-08  -1.69208038    
   2.13628300E-02  -1.69111598      -26.9545174      -4.68762273E-09  -1.69111609    
   2.19911486E-02  -1.69014156      -26.9415722      -4.49965555E-05  -1.69014180    
   2.26194672E-02  -1.68915772      -26.9282722      -3.37534978E-09  -1.68915749    
   2.32477859E-02  -1.68816364      -26.9146194      -1.49976351E-08  -1.68816340    
   2.38761045E-02  -1.68715942      -26.9006176       8.34926017E-11  -1.68715954    
   2.45044231E-02  -1.68614519      -26.8862610      -1.36342342E-08  -1.68614554    
   2.51327418E-02  -1.68512106      -26.8715515       2.07272199E-09  -1.68512130    
   2.57610586E-02  -1.68408740      -26.8564930      -3.20911363E-06  -1.68408751    
   2.63893772E-02  -1.68304360      -26.8410797      -3.06558090E-09  -1.68304336    
   2.70176958E-02  -1.68198979      -26.8253212      -6.09584117E-09  -1.68198967    
   2.76460145E-02  -1.68092597      -26.8092098       1.08039699E-09  -1.68092597    
