   0.00000000      -1.71828365      -27.1828175      -1.43051147E-06  -1.71828175    
  0.103003040      -1.48424208      -22.5365524      -2.08616257E-07  -1.48423982    
  0.206006080      -1.03226590      -11.7025928       1.13031864      -1.03226435    
  0.309009135     -0.467085958     -0.636575878     -0.271495283     -0.467084408    
  0.412012160      0.103558756       6.49231911       2.38418583E-08  0.103559971    
  0.515015185      0.610397339       9.16782093      -1.13031840      0.610398531    
  0.618018270       1.02883101       9.05338383      -4.43368852E-02   1.02883244    
  0.721021295       1.36287248       7.96847773       5.47418185E-03   1.36287367    
  0.824024320       1.62663627       6.99843693       8.76538930E-09   1.62663746    
  0.927027345       1.83287764       6.55414724      -5.50196724E-08   1.83287871    
   1.03003037       1.98845482       6.70410633       5.42963913E-04   1.98845565    
   1.13303339       2.09345555       7.42034817     -0.271540344       2.09345698    
   1.23603654       2.14141512       8.67359161       2.17476401E-08   2.14141583    
   1.33903956       2.11958909       10.3905525       5.96046457E-09   2.11959004    
   1.44204259       2.00977039       12.2637119      -3.16023829E-06   2.00977182    
   1.54504561       1.79165280       13.4312468       2.05406778E-07   1.79165339    
   1.64804864       1.45197821       12.2634411      -7.33595629E-09   1.45197928    
   1.75105166       1.00130248       6.86266661      -4.43369113E-02   1.00130367    
   1.85405469      0.492688656      -3.21816826       1.38108325E-08  0.492689848    
   1.95705771       2.51429472E-02  -15.0034733      -3.03924672E-08   2.51441002E-02
   2.06006074     -0.286547154      -22.6356926       6.49159482E-09 -0.286545992    
   2.16306376     -0.368832022      -21.6251888      -3.05351655E-08 -0.368830919    
   2.26606679     -0.232399330      -12.9496975      -1.12369412E-08 -0.232398272    
   2.36906981       3.71714011E-02  -2.08837032      -5.47424285E-03   3.71725559E-02
   2.47207308      0.332129955       5.79366493       2.05533257E-09  0.332131147    
   2.57507610      0.573340356       9.02402878       3.24319394E-09  0.573341370    
   2.67807913      0.727888286       8.80560589       1.78813941E-08  0.727889538    
   2.78108215      0.797960520       7.08037472       3.85766086E-09  0.797961593    
   2.88408518      0.801407516       5.21517801      -9.07684927E-10  0.801408648    
   2.98708820      0.757545054       3.82490873      -5.42926893E-04  0.757545948    
   3.09009123      0.680537999       3.07472849       6.59343424E-09  0.680538893    
   3.19309425      0.577534914       2.97136164       1.47851986E-09  0.577535868    
   3.29609728      0.448547482       3.50616097      -2.31924679E-09  0.448548436    
   3.39910030      0.286541224       4.65584135      -2.41501574E-09  0.286542475    
   3.50210333       7.77334571E-02   6.24089956      -1.50039270E-08   7.77347684E-02
   3.60510635     -0.196388677       7.63579369      -4.49859181E-05 -0.196387351    
   3.70810938     -0.552331090       7.46805000       2.20078689E-09 -0.552329659    
   3.81111240     -0.990315735       3.79628611       8.23268564E-10 -0.990314186    
   3.91411543      -1.47483742      -4.57478094       4.61030414E-09  -1.47483587    
   4.01711845      -1.92359793      -15.9581213      -1.57558411E-08  -1.92359638    
   4.12012148      -2.22522116      -25.1670589       1.97691215E-08  -2.22521925    
   4.22312450      -2.29024172      -26.6957130      -3.19862534E-06  -2.29023933    
   4.32612753      -2.10406113      -19.5365162      -6.87745905E-09  -2.10405922    
   4.42913055      -1.73656452      -8.14886189      -1.39487160E-08  -1.73656237    
   4.53213358      -1.29940510       1.63681746      -1.84344262E-09  -1.29940307    
   4.63513660     -0.889230967       6.86619663       3.37384787E-09 -0.889229178    
   4.73813963     -0.557728887       7.99906445       9.78415837E-09 -0.557726741    
   4.84114265     -0.315167785       6.93567610      -2.02159953E-07 -0.315165848    
   4.94414616     -0.149133712       5.29795647      -9.81358994E-09 -0.149131715    
   5.04714918      -4.12072465E-02   3.93051505       1.25683917E-08  -4.12053466E-02
   5.15015221       2.40448304E-02   3.11627197      -3.33252814E-10   2.40465999E-02
   5.25315523       5.59307262E-02   2.89942765      -7.04338499E-09   5.59324622E-02
   5.35615826       5.70949465E-02   3.27886558      -5.67872904E-09   5.70967495E-02
   5.45916128       2.35174205E-02   4.25392437      -1.82896436E-08   2.35188603E-02
   5.56216431      -5.54424301E-02   5.73177958       3.67425895E-10  -5.54407239E-02
   5.66516733     -0.195952490       7.28332186       8.65596128E-09 -0.195950747    
   5.76817036     -0.415018320       7.81202459      -5.04931075E-09 -0.415016472    
   5.87117338     -0.718928099       5.49442959      -9.91051130E-10 -0.718926370    
   5.97417641      -1.08473563      -1.33029389       1.53524429E-08  -1.08473396    
   6.07717943      -1.44423044      -12.1375656      -2.38153963E-09  -1.44422865    
   6.18018246      -1.69024611      -22.7454510       5.10625231E-09  -1.69024396    
